index,text,company,positive,negative,notr
9146,Bilgim olmadan 17.06.2024 te 599 TL ödeme alinmiş acilen tarafıma geri ödenmesi ödenmediği takdir de gerekli yerlere müracaat edilecektir. Açıklama ve abonelik durumu var ise acilen abonelikten çıkarılmasını istiyorum. Gerekli işlemlerin ivedilikle yapılmasını arz ederim\n@cvhazirlama.cool,cvhazirlama.cool,,Bilgim olmadan 17.06.2024 te 599 TL ödeme alinmiş|acilen abonelikten çıkarılmasını istiyorum,
9147,Türkiye yi bir şirket olarak düşünürsek Superonline veya Digitürk.gibi şirketlerin abonelik hizmeti alıp iptal ettirme çabası gibi bir durum çıkıyor ortaya borclar tamam yükümlülük kısmı seneye..belediye başkanları verdikleri değil vermedikleri hizmetlerinde yükümlüsü yanlış yapt,Superonline|Digitürk,,,
9148,Hayırdır Dsmart dükkanı kapattı galiba müşteri hizmetlerine ulaşılamıyor bir kısım kanallarda yayın yok @DSmartDunyasi @DSmartDestek,DSmartDunyasi|DSmartDestek,,dükkanı kapattı galiba|yayın yok,
9149,Klimam sürekli iç üniteden su akıtıyor ve defalarca aynı servisi istemiyorum dememe rağmen bana aynı servisi yönlendiriyorsunuz. Çözüm ise 0. Daha 2 senelik klima sizin beceriksizliğiniz yüzünden bile bile çöp oluyor! @arcelik @ArcelikDestek,arcelik|ArcelikDestek,,su akıtıyor|çöp oluyor,
9150,Son of Hamas Ortadoğu gerçekleri için özellikle Türklerin okuması gereken bir kitap. @destekyayinlari,destekyayinlari,,,
9151,Fahrettin kerim gökay caddesi 1 aydır iskinin de ne yaptığını bilmediği bir çalışma yüzünden kapalı. Kadiköy belediyesine yazıyoruz cevap yok! İskiden cevap yok? Ne yapıyorsunuz bir açıklayın bizde bilelim!@iski_destek @iskignmudurlugu @kadikoybelediye @serdildara,iskignmudurlugu|iski_destek|kadikoybelediye,,,
9152,@SetrabetDestek 155738438Spor,SetrabetDestek,,,
9153,Sürekli twittime cevap veriyorsunuz ama bir sonuç olmuyor @UPSTurkiye @UPSDestek artık kargomun gelmesini istiyorum. BOT MESAJ ATMAYIN ÇÖZÜM OLUN,UPSTurkiye|UPSDestek,,BOT MESAJ ATMAYIN|artık kargomun gelmesini istiyorum,
9154,Dominostan yenilik çiğ pizza!!! @dominos @DominosTR @DominosDestek,dominos|DominosTR|DominosDestek,,yenilik çiğ pizza,
9155,Tıp 5 diye geçiyor sanırsamTıp 5 diye geçen yurtlar böyle mi oluyor acaba @KYK_DESTEK @GSB_KYGM Bazı odalarda 2-3-5 kişi kalırken üstelik aynı parayı verirken biz neden 8 kişilik oda da kalıyoruz. Koskoca @gencliksporbak bize reva gördüğü yurt bu mu oluyor…,KYK_DESTEK|GSB_KYGM|gencliksporbak,,böyle mi oluyor acaba|bize reva gördüğü yurt bu mu oluyor,
9156,Teşekkürler @ciceksepeti @csdestek 4 gün önce sipariş ettiğim ürün sitede ki görseli ve gelen ürün 4 günden beri iade etmeye çalışıyorum Muhattap yok sabah akşam canlı yardım kimsenin kimseden haberi yok giden zamanım rezil olduğumla kaldım teşekkürler,ciceksepeti|csdestek,,rezil olduğumla kaldım|Muhattap yok|iade etmeye çalışıyorum,
9157,Turkcell in salla kazan kampanyasından gelen hediye ⁉️ Hangisini seçeyim dostlar‼️ @TurkcellHizmet Bu interneti bu sitelerde kullanabileceğimi garanti ediyormusunuz⁉️ #sehitlerimizvar,TurkcellHizmet|Turkcell,,kullanabileceğimi garanti ediyormusunuz,
9158,Extranet D-Smart şirketinden 2022 yılında 2 yıl taahhütlü 100mb internet başvurusunda bulunduk. 2023 Ekim ayına kadar hiçbir sıkıntımız yoktu ödediğimiz sabit ücret 195 TL. Fakat taahhütlü internete taahhüt süresi içinde zam geldi. Biz zamdan korunmak için taahhüt yaptık. Zamlı fiyat faturaya 280 TL olarak yansıdı. Biz taahhüt süresi içinde yapılan bu zammı kabul etmiyoruz. Eski fiyattan kullanmaya devam etmek istiyoruz.,Extranet|D-Smart,,taahhütlü internete taahhüt süresi içinde zam geldi|Biz zamdan korunmak için taahhüt yaptık|Biz taahhüt süresi içinde yapılan bu zammı kabul etmiyoruz,
9159,@slmhktn @kasm166 @bitcicom @BitcicomDestek Bak bende buldum abi. Yanlış yoldasınız. Türk firmalara zarar veriyorsunuz. Böyle yaparak bitcoin alımını azaltamazsınız. Tüm para binance a akıyor. Yarın paribu ve btcturk içinde aynı tweet i atarsin birkaç tweet bulup. Yapmayın rica ediyorum,bitcicom|BitcicomDestek|kasm166|slmhktn,,,
9160,Üründe sopa sorunu var. Ürünü aldıktan sonra 4-5 kere kullanım sonrası sopası bozuldu. Suda veya kurutma kısmında döndürülemez oldu. Sopanız dönmediğinde de ürün tamamen işlevsiz oluyor.,,,işlevsiz oluyor|sopa sorunu var,
9161,@Yavuz94999594 @Yavuz94999594 Merhaba; telefon numaranızı DM üzerinden alabilir miyiz?,Yavuz94999594,,,
9162,beyler csdestek sitesi isteyen varmı,csdestek,,,
9163,@iyzicodestek @YapiKrediDestek DM den bilgi verdim dönüş bekliyorum teşekkürler,iyzicodestek|YapiKrediDestek,teşekkürler|dönüş bekliyorum,,
9164,Migros sanal markette ne zaman indirim olsa ürünler bir anda stoktan kalkıyor. Tamam stoklarla sınırlıdır ibaresinden dolayı yasal olarak açıklık var ama bunu art niyetli kullanıyorsunuz. Hiçbir şehirde bir dakikada tüm stokla tükenemez! Zaten stok görünsede çok az ekleniyor sepete. Şu an güya indirim var kedi kumlarında aktif karbonlu kumunuz tüm Merkezefendi de bitiverdi. Yenileyin stokları normalde dolu hep. Ve gene nedense indirim bitiyor stoklar açılıyor bir anda. Bu art niyetli hilelerin hizmet alan müşterilere ne gözle bakıldığını ne yerine konulduğumuzu artık anlayıp kazandırmamız lazım. Sadece bir tanecik ekletmesi şu demek değil mi? Alabilmek için farklı ürünlerde al biz akıllıyız siz kaldırılırsınız? Bıktık vallahi hep aynı döngü indirim bitsin stoklar dolar taşar.,Migros,,art niyetli hilelerin|art niyetli kullanıyorsunuz|stoklarla sınırlıdır ibaresinden dolayı yasal olarak açıklık var ama bunu art niyetli kullanıyorsunuz|stoklar açılıyor bir anda|stok görünsede çok az ekleniyor sepete|stoklar dolar taşar|ne zaman indirim olsa ürünler bir anda stoktan kalkıyor|Hiçbir şehirde bir dakikada tüm stokla tükenemez,
9165,malzeme kalitesi çok iyi değil ama güzel çalışıyor,,güzel çalışıyor,malzeme kalitesi çok iyi değil,
9166,Tam numaramı aldım rahat oldu,,rahat oldu,,
9167,@kuveytturk @KTDestek Şöyle bir dolandırıcılık şebekesinden gelen mesaj ve linke tıklandığında açılan sayfa.İlgilenirsiniz artık.,KTDestek|kuveytturk,,dolandırıcılık şebekesinden gelen mesaj,
9168,Filbox'a bir maç izlemek için abonelik başlattım ve üç ay boyunca iznim olmadan kartımdan para çekildi. İptal etmek istediğimde ne telefonla ne de e-posta yoluyla iletişime geçebildim. İptal işlemi için muhatap bulmak oldukça güç. Tek çözüm kartı yenilemek olabilir.,Filbox,,iznim olmadan kartımdan para çekildi|İptal işlemi için muhatap bulmak oldukça güç,
9169,10 gün ne demek? Öğrenciyim ben son paramı çektim belki ya da kira vereceğim fatura ödeyeceğim kitap alacağım 10 gün boyunca benim paramı vermemeniz ne kadar etik? @kuveytturk@KTDestek,KTDestek|kuveytturk,,10 gün boyunca benim paramı vermemeniz ne kadar etik,
9170,@DigiturkDestek sizin müşteri hizmetleriniz sadece tansiyonumu yükseltiyor.istemem önce kurumsal olun sonra kurumsal bir firma gibi davranın,DigiturkDestek,,sadece tansiyonumu yükseltiyor|önce kurumsal olun sonra kurumsal bir firma gibi davranın,
9171,@_AtakanTosun_ @bitcicom @BitcicomDestek Binance'a gec kafa rahat etsin sıfır sıkıntı...ö,BitcicomDestek|bitcicom|_AtakanTosun_|Binance,kafa rahat etsin|sıfır sıkıntı,,
9172,Alarm caldi bu saatte ve Pronet'ten ne arayan var ne soran! @pronetguvenlik @pronetdestek neden her ay tonla para veriyoruz size!,pronetguvenlik|pronetdestek,,Alarm caldi bu saatte ve Pronet'ten ne arayan var ne soran!,
9173,@VakifBank @VakifBankDestek Yeni Türkiye 🇹🇷 Bu galiba Vatandaşın üç kuruşunu Dolandirmak için her şeyi deniyorlar.!Kerameti kendinden menkul dedikleri bu dedikleri ⬇️⬇️⬇️,VakifBank|VakifBankDestek,,Dolandirmak için her şeyi deniyorlar,
9174,Faturam normalde 115 lira civarı geliyor. Hiçbir şekilde rızam ve onayım olmadan Freshio Fun üyeliğine başladınız ve aylık 135 TL gibi mesajlar gelmeye başladı. Dediğim gibi hiçbir şekilde onay vermedim. Pttcell müşteri hizmetlerini aradığımda üyeliğe onay verdiğimizi, onay vermeden ücretin yansımayacağını söylediler. Halbuki hiçbir şekilde onay vermedim. Üyeliği iptal ettim lakin 135 TL'nin faturaya yansıdığını ve ödemem gerektiğini söylediler. Google'da Freshio Fun adını yazdığımda bir sürü şikayet edildiğini gördüm. Resmen haksızlık bu. Herkesten böyle 135 TL kesip bir de ödemek zorundasınız diyorlar. Gereğinin yapılmasını arz ederim. Pttcell üyeliğimi kapatmayı düşünüyorum.,Freshio Fun|Pttcell|Google,hiçbir şekilde onay vermedim|Pttcell üyeliğimi kapatmayı düşünüyorum|Resmen haksızlık bu|Herkesten böyle 135 TL kesip bir de ödemek zorundasınız diyorlar|Gereğinin yapılmasını arz ederim,
9175,Payfixte hiçbir banka hesabından para çekemiyorum. Her bankada geçici süreliğine kullanılamıyor başka banka deneyin diyor ama sorun bankalar değil ne zaman çözülür. Yaklaşık birkaç saattir bu sorun var paramı çekmek istiyorum fakat hiçbir bankadan çekemiyorum ilgilenirseniz sevinirim.\nYardımcı olur musunuz,Payfix|Her bankada|hiçbir banka hesabı,,hiçbir banka hesabından para çekemiyorum|geçici süreliğine kullanılamıyor başka banka deneyin,
9176,Senden cidden hiç elektrik alamıyorum. @ayedasdestek,ayedasdestek,,hiç elektrik alamıyorum,
9177,@SetrabetDestek #setrabet1-1İd: 290250925,SetrabetDestek|setrabet,,,
9178,01.06.2024 tarihli E-bebek firmasından 5818****64 numaralı siparişimden üç parça üründen ikisi tarafıma teslim edildi ancak bir tanesi hâlâ teslim edilmedi. Müşteri hizmetleri ile görüşüldüğünde talep oluşturulduğunu ve en kısa zamanda dönüş yapılacağı söylendi ama dönüş olmadı.,E-bebek,,teslim edildi ancak bir tanesi hâlâ teslim edilmedi,
9179,Bilgim haricinde nomu PAY/S Sport Plus tarafından (17 Mart 2024 tarihinde kartımdan çekilen 99.99 TL) paranın iadesini talep ediyorum. Geri dönüşünüzü bekliyorum. Herhangi bir talep kayıt ve isteğim olmamıştır... Ayrıca Ödeme alınırken herhangi bir bilgilendirme yapılmamıştır,nomu PAY/S Sport Plus,,Bilgim haricinde|paranın iadesini talep ediyorum|Herhangi bir talep kayıt ve isteğim olmamıştır,
9180,200 TL yatırımım vardı güzel kazanç geldi çekim talebi vereceğim aktif bonusunuz var kullanın gibi uyarı geldi. Çekim yapmak için kullandım. Haftalık kayıp bonusu diye bir şey olduğunu bile ilk defa duydum sitede. Ben talep etmediğim halde eklenmiş. Bende çekeyim diye mecbur kullandım bakiyemi düzenlemişler bonusla 10 kat çekim yapabilirsiniz diye. Kardeşim ben kazancımı kendi yatırımımla yapmışım niye bana talep etmediğim bonusu ekliyorsunuz. 4 bin çekim yapacaktım 1000 lira çekebilirsin diyor adamlar,,,kazanç geldi|Ben talep etmediğim halde eklenmiş|4 bin çekim yapacaktım 1000 lira çekebilirsin diyor adamlar,
9181,@UPSDestek @UPSTurkiye Çok merak ediyorum ayın 7sinde gelebilecek ürünün ne sebeple 14üne bırakıldığını,UPSDestek|UPSTurkiye,,,
9182,Superonline sağ olsun bir dakikalık video 10 dakikada izleniyor.,Superonline,,bir dakikalık video 10 dakikada izleniyor,
9183,@VodafoneDestek Mobil hat Mina Hanım,VodafoneDestek,,,
9184,Yıl olmuş 2018 koskoca Ümraniye'de ne elektrik var ne de su!!! Hemde bu kış gününde@ayedasdestek @iski_destek,ayedasdestek|iski_destek,,ne elektrik var ne de su,
9185,@YORGUNKURT1 @ArcelikDestek Teşekkürler 🙏,ArcelikDestek|YORGUNKURT1,Teşekkürler,,
9186,Exxen üyelik iptal etme seçeneklerinde belirtilen \,Exxen,,üyelik iptal etme seçeneklerinde belirtilen \,
9187,Oyuna gelme Türkiye..!Böyle darbe olmaz. Senaryo oynanıyor.Halk sokağa dökülsün çatışma çıksın isteniyor. #darbe,,,Böyle darbe olmaz|Oyuna gelme Türkiye..!|Senaryo oynanıyor,
9188,⁴⁹ saatten yazıyorum hala dönüş yapılmadı @bekoturkiye @ArcelikDestek @Beko @arcelik@kocholding @Arcelik_TR,bekoturkiye|ArcelikDestek|Beko|arcelik|kocholding|Arcelik_TR,,dönüş yapılmadı,
9189,@BtcTurkDestek İncelesinherkes,BtcTurkDestek,,İncelesinherkes,
9190,@E_P_D_K @ayedasdestek ve sabancı elektrik dağıtıma bakın. Vatandaşa nasıl eziyet ediyorlar. Belge isterseniz bende var,ayedasdestek|E_P_D_K,,eziyet ediyorlar,
9191,#HırsızVar @enerjisa @enerjisadestek @kivanczaimler @HMBakanligi @TCEnerji 28.53₺ dağıtım bedeli nedir!!!Haksiz tahsilatlarin İadesini talep ediyorum.,enerjisa|HMBakanligi|TCEnerji|enerjisadestek|kivanczaimler,,HırsızVar|Haksiz tahsilatlarin İadesini talep ediyorum,
9192,Pek çok işyeri olan Yenisahra da mesai saatlerinde elektrik kesilmesi nasıl bir mantık? @ayedasdestek,ayedasdestek,,elektrik kesilmesi nasıl bir mantık,
9193,@turkalpmd @eveavee @KYK_DESTEK @GSBgenclik @GSB_KYGM Hocam o yumurtanın kaynatılmaktan mı neden bilmiyorum sayısı yeşile, beyazı morumsuya dönüyor. Kimse bir serpme kahvaltı beklemiyor amagerçekten KYK çok kötü beslenme ve yemek konusunda. Akşam yemeğine çorba yanında ama yemek alamıyor insanlar.,KYK_DESTEK|GSBgenclik|GSB_KYGM|KYK,gerçekten KYK çok kötü beslenme ve yemek konusunda|Akşam yemeğine çorba yanında ama yemek alamıyor insanlar,
9194,Sistem yükselince geri gelir yine aynı hikaye @btcturkpro @BtcTurkDestek,btcturkpro|BtcTurkDestek,,yine aynı hikaye,
9195,30 Mayıs tarihinde tiktak tan araç kiraladım. Kredi kartımdan 300TL provizyon çekildi ama yirmi gün geçmesine rağmen provizyon iadesini yapmadılar. Bankam ile görüştüm; tiktak ın provizyon iptal yapmadığını belirttiler. Acilen bir çözüm istiyorum. Defalarca mail atmama rağmen sürekli aynı cevapları veriyorsunuz ve sorunu çözmüyorsunuz. Bu nasıl bir iştir!,tiktak,,provizyon iadesini yapmadılar|provizyon iptal yapmadığını belirttiler,
9196,@DigiturkDestek Teşekkür ederim cebimi özelden gönderdim.,DigiturkDestek,Teşekkür ederim,,
9197,Garanti Bankası'ndaki blokeli param 10 gündür bankaya dilekçe yazmama ve müşteri hizmetleri ile konuşmama rağmen kaldırılmadı. Kredi kartının borcunu 1 aydır ödeyip kapatmama rağmen param hesabıma yansımadı. Mağduriyetimin en kısa sürede giderilmesini talep ediyorum.,Garanti Bankası,,blokeli param 10 gündür bankaya dilekçe yazmama ve müşteri hizmetleri ile konuşmama rağmen kaldırılmadı|Kredi kartının borcunu 1 aydır ödeyip kapatmama rağmen param hesabıma yansımadı,
9198,MEB DHGM ile ÇSGB İSGGM arasında İş Ekipmanlarının Periyodik Kontrollerini Yapmaya Yetkili Kişilerin Eğitimlerine İlişkin İşbirliğiProtokolü ile İş Yerlerinde İşveren veya İşveren Vekili Tarafından Yürütülecek İş Sağlığı ve Güvenliği Hizmetleri Eğitim Protokolü imzalandı.,MEB DHGM|ÇSGB İSGGM,,,
9199,Belirli bir süredir Rüzgar Net isimli firmadan internet hizmeti alıyorum. Aydan aya fahiş fiyat artışlarına artık alışmıştım. İnternet bağlantım hiçbir ay tam olarak randıman vermedi. Sonrasında farklı bir adrese taşındım. Taşınma sürecimden dolayı nakil sürecim de uzadı. 2 aylık internet fatura borcum nedeniyle beni bu firma icraya vermiş. 2 aylık 600 TL fatura borcu için bana 6000 TL icra göndermişler. Şaka gibi ama gerçek. Bugün faturayı ödeyecekken avukat bürosundan aranarak öğrendim. Müşteri hizmetlerine ulaşmak imkansız. Zar zor bağlandım. Aramamı yanıtlayan kadın ödeseydiniz vs. Gibi cevaplar verdi. Onu geçtim işin daha da komik tarafı icra bedelinizi avukat bürosu hesapladı diyor. Bu tamamen haksızlık. Burada bu süreci açık açık anlatmak istedim. Gerekli hukuki işlemleri ise yarın başlatıyorum.,Rüzgar Net,,İnternet bağlantım hiçbir ay tam olarak randıman vermedi|2 aylık internet fatura borcum nedeniyle beni bu firma icraya vermiş|Müşteri hizmetlerine ulaşmak imkansız|2 aylık 600 TL fatura borcu için bana 6000 TL icra göndermişler|Aramamı yanıtlayan kadın ödeseydiniz vs. Gibi cevaplar verdi|icra bedelinizi avukat bürosu hesapladı diyor|Bu tamamen haksızlık,
9200,Dolandırıcı hesap!!! @kuveytturk @KTDestek,kuveytturk|KTDestek,,Dolandırıcı hesap!!!,
9201,Mmerhaba kampanya seksenbini geçti yardimci olabıldimmi?...@DigiturkDestek,DigiturkDestek,,,
9202,2 yıldır kullandığım ev internet aboneliğimi 28.10.2023 tarihinde sonlandırdım. Firmadan gelen mesaj ile modemi 28.10.2023 tarihinde oğlum ilgili kargoya kendi adına ( H****** B**** Ç**** ) teslim etti. Kargo firmasından 31.10.2023 tarihinde gönderinin Göknet iletişime teslim edildiği mesajı geldi. Bu tarihten sonra sürekli modem ücreti olan 720 TL borcum olduğuna dair Göknet'ten mesaj oluyorum. Göknet'i 5/6 kere arayıp durumu bildirip kayıt oluşturma rağmen bu mesajlar devam ediyor. 13.11.2023 tarihli son mesajda ise ödeme yapmadığınız takdirde yasal işlem başlatılacaktır şeklinde uyarılıyorum. Bu günkü son aramamda yine aynı şeyler söylenerek sorunum çözülmemiştir. Yetkili biriyle görüşme talebim ise karşılanmamıştır.,Göknet,,modem ücreti olan 720 TL borcum olduğuna dair Göknet'ten mesaj oluyorum|aboneliğimi sonlandırdım|Yetkili biriyle görüşme talebim ise karşılanmamıştır,
9203,Türkiye daha fazla değerini kaybetmesin diye #YoldaykenBırakınOTelefonu. Sevdiklerinizle nice bayramlara...,,,Türkiye daha fazla değerini kaybetmesin diye,
9204,#kamilkoç @kamilkoccom @kamilkocdestek ile yolculuk ilk ve son yolculuk...Bu aracın 40 numaralı kırık koltuğu ile yolculuk yaptım. Şikayetimi ilettim ama yapacak bir şeyleri olmadığını söylediler. İzbe bir istasyonda bekledik nedeni bilinmiyor! #şikayetimvar,kamilkoccom|kamilkoç|kamilkocdestek,,ilk ve son yolculuk|kırık koltuğu,
9205,Bu kadar igrenç kokmasını beklemiyordum arko kremi koltuk altına sürmüş gibi kokuyor igrenç,,,igrenç kokmasını beklemiyordum|igrenç,
9206,Uygun,,Uygun,,
9207,@betulozge1 @kuveytturk @kuveytturkpys @KTDestek @KTDestek@kuveytturk,kuveytturk|KTDestek|betulozge1|kuveytturkpys,,,
9208,Yanlış paket almamdan kaynaklı üyelik iptali yapmak istememe rağmen online işlemlerde ücret iadesi yapılmadığını söylediler. Bu kabul edilemez bir durum ücret iademi ve üyelik iptalini talep ediyorum. Bir de ek olarak müşteri temsilcisi olarak iki kelimeyi bir araya getirebilen elemanlar seçilmeli ki sorduğumuz sorulara yeterli cevaplar alabilelim.,,,ücret iadesi yapılmadığını söylediler|kabul edilemez bir durum|ücret iademi ve üyelik iptalini talep ediyorum,
9209,Ürün iyi ama kutunun içine bakmak için kenarından açmışlar. Daha önceki Amazon siparislerimde böyle bir şey olmamıştı.,Amazon,Ürün iyi,kutunun içine bakmak için kenarından açmışlar,
9210,Depart Paris pour Istanbul Vol de 10h20 retardé de 6h depart a 16h Pegasus c’est super 👍 plus jamais !!! On voulait faire un week-end à Istanbul une journée de moins grace a vous merci 🤬 #pegasus @flymepegasus @ucurbenipegasus @pegasusdestek @pegasus,pegasus|flymepegasus|ucurbenipegasus|pegasusdestek,,retardé de 6h depart a 16h,
9211,09.06.2024 tarihinde KFC Pendik şubesinden sipariş verdim siparişim nedensiz bir şekilde iptal edildi ve ücreti geri yatırılmadı. Ne zamandır bekliyorum uygulama üzerinden yazdım aradım geri yatacak dediler sonra hiçbir telefonum açılmadı. Kurumsal bir firma geri dönüş yapmıyor telefonlara bakılmıyor.,KFC,,siparişim nedensiz bir şekilde iptal edildi ve ücreti geri yatırılmadı,
9212,İgdaşın sayaç okuma görevlisi oruçtu galiba açlıktan rakamları yanlışmı yazdın kardeş😒Ben kışın bu faturayı ödemedim bu sıcak havada hangi akla hizmet geldi bu fatura🤔@igdasdestek Bu arada @ekremimamoglu beni engellemiş bi zahmet onada iletin!!!!!!@igdaskurumsal,ekremimamoglu|igdasdestek|igdaskurumsal,,sayaç okuma görevlisi oruçtu galiba açlıktan rakamları yanlışmı yazdın kardeş|kışın bu faturayı ödemedim bu sıcak havada hangi akla hizmet geldi bu fatura,
9213,Denizbank kredi kartı yıllık ücretini iade etmek istemiyor. Daha iyi hizmet sunabilmek adına kredi kartı yıllık ücreti almak zorunda olduklarını belirtiyorlar. Artan faizler yetmezmiş gibi bir de bizim gibi müşterilerin paralarını alıyorlar. Müşteri hizmetlerini aradım ve olumsuz yanıt aldım. Bu bankayı kimseye öneremem.,Denizbank,,kredi kartı yıllık ücretini iade etmek istemiyor,
9214,Şimdi de sigara yaktı @kamilkoccom @kamilkocdestek @SikayetvarCom,kamilkoccom|SikayetvarCom|kamilkocdestek,,Şimdi de sigara yaktı,
9215,#DSmartdestek 1 hafta kadar önce D-Smart müşteri temsilcisi arayıp evde internet için uygun fiyatlı bı tarife teklif etti. Kullandığım tarife 8 megabit 72 ₺. Bana önerilen 50 megabit 145 ₺ Defalarca teyit etmeme rağmen daha sonra teklif edilenin 10 megabit olduğu söylendi,DSmartdestek|D-Smart,,Defalarca teyit etmeme rağmen daha sonra teklif edilenin 10 megabit olduğu söylendi|uygun fiyatlı bı tarife teklif etti,
9216,► @KTDestek'ten Altın Al Pişman Ol via @SikayetvarCom,KTDestek|SikayetvarCom,,Altın Al Pişman Ol,
9217,Eve geldim hala çözülen bir internet sorunumuz yok. Çok şükür 7X24 hizmet veren @VodafoneDestekhala yatıyor. Bu ayıp size yeter çözmeyin ben sabah akşam yazmaya devam edeceğim @VodafoneTR,VodafoneDestek|VodafoneTR,,hala çözülen bir internet sorunumuz yok|7X24 hizmet veren,
9218,Kolay köpürüyor. Tanınmış başka bir markanın 3lt sabunu bundan daha çabuk bitiyor. Kokusu oldukça yoğun.,,Kokusu oldukça yoğun|Kolay köpürüyor|daha çabuk bitiyor,,
9219,Öncelikle satıcıya teşekkür ederim siparişi verdik ten kıssa zaman sonra ulaştı markayı anlatmaya gerek yok zaten.,,kıssa zaman sonra ulaştı|Öncelikle satıcıya teşekkür ederim,,
9220,Watsons online'dan vermiş olduğum siparişlerin içerisinden bir ürün eksik geldi. Destek ile iletişime geçip talep oluşturdum. Ancak ücretini ödediğim ve elime ulaşmayan ürün için olumsuz bir geri dönüş aldım. Para iadesi veya ürünün elime ulaşmasını talep ediyorum. Aksi takdirde bu durumu farklı bir şekilde değerlendirmek zorunda kalacağım.,Watsons,,Para iadesi veya ürünün elime ulaşmasını talep ediyorum|olumsuz bir geri dönüş aldım,
9221,huhhahahaha kim var la o pc başında RT @fraktalll Sevgili @DSmartDestek DM gönderebilmem için takipçim olmanız gerek..,DSmartDestek|fraktalll,,DM gönderebilmem için takipçim olmanız gerek,
9222,@anadolujet ekranda yazan 22:50 saatinde kapıyı açtı araca geçiyorız. Uçak daha kaç zamanda kalkar belli değil ama TAZMİNAT kısmından kurtardılar! Yine harikasın #TürkHavaYolları @TK_TR,anadolujet|TürkHavaYolları|TK_TR,,TAZMİNAT kısmından kurtardılar,
9223,Valizin 15 kiloyu geçip geçmediğini öğrenmek için dolabın kapağını söküp terazi sistemi kurdum.16-17 kilo yapıyor sanırım aradaki farkı halletseniz ya :) @ucurbenipegasus @pegasusdestek,ucurbenipegasus|pegasusdestek,,,
9224,@SetrabetDestek İd 797029772,SetrabetDestek,,,
9225,@midasdestek @getmidas İlk zamandan beri yanınızdayım,midasdestek|getmidas,,,
9226,#BuYasalarBoyleGecmez#2EkimdeKadınlarMecliste@RT_Erdogan @TC_Basbakan @adalet_bakanlik @ailebakanligi @magdurhaklari @KadinCinayeti,adalet_bakanlik|magdurhaklari|TC_Basbakan|KadinCinayeti|RT_Erdogan|ailebakanligi,,#BuYasalarBoyleGecmez,
9227,Kredi kartı VİSA olarak geldi ben Troy altyapısı olarak yıllık aidatı olmayan kart istemistim gelmedi Visa geldi hadi eyvallah Bankomat kartı nasıl adrese ulaşamıyor aynı gün kredi kartı geliyor #Troy kart Bakomot kartımda adres sorunu yaşıyorsunuz @VakifBank @VakifBankDestek,VakifBank|VakifBankDestek|Troy|Visa,,adres sorunu yaşıyorsunuz| yıllık aidatı olmayan kart istemistim gelmedi,
9228,Yatacak yerin yok @ZiraatDestek usandırdın,ZiraatDestek,,Yatacak yerin yok|usandırdın,
9229,Bir ürün sattığımda 250 TL üstü kargo satıcı ödüyor onu anladım da. Peki neden ben ekstra ürünün desisine göre ek ücret ödemek zorundayım. Benim param nereden kesiliyor ki ben desi için tekrar para ödüyorum. Uygulamayı sileceğim artık hiç kazançlı değil dolap benim ürünümden daha çok para alıyor ne anladım bu isten?,,,hiç kazançlı değil|Uygulamayı sileceğim,
9230,Adana Seyhan ilçesi onur mh tam 5 gündür ortalama 12 saat kesinti uyguluyor makul hiç açıklama yok sabah kesilen elektriği bekliyoruz rezilsiniz Toroslar elektrik @toroslardestek,toroslardestek,,rezilsiniz,
9231,@mustafa38_19 Değerli Vatandaşımız,Verdiğiniz bilgiler için teşekkür ederiz.İlave detaylı bilgi alabilmemiz için kendi irtibat bilgilerinizi paylaşabilirseniz memnun oluruz.,mustafa38_19,Verdiğiniz bilgiler için teşekkür ederiz|detaylı bilgi alabilmemiz için kendi irtibat bilgilerinizi paylaşabilirseniz memnun oluruz,
9232,Giriş yapamıyorum mail gelmiyor yemek ücretimi kullanamıyorum yardımcı olursanız sevinirim. Çok can sıkıcı olmaya başladı desteğinizi bekliyorum ihtiyaçlarım var almam gereken şeyler... Lütfen bu konuda yardımcı olursanız sevinirim En kısa sürede dönüşünüzü bekliyorum.,,,Giriş yapamıyorum|mail gelmiyor|yemek ücretimi kullanamıyorum|Çok can sıkıcı olmaya başladı|desteğinizi bekliyorum|ihtiyaçlarım var almam gereken şeyler|Lütfen bu konuda yardımcı olursanız sevinirim|En kısa sürede dönüşünüzü bekliyorum,
9233,Zamanında ev taksitim 415 tlydi nedir bu #atiksubedeli 134.25 tl???@iskignmudurlugu @iski_destek,iskignmudurlugu|iski_destek,,nedir bu #atiksubedeli 134.25 tl,
9234,Domino’s acaba napıyorsunuz acaba sipariş hattı diyip arıyoruz adam çıkıyor diyor yanlış numara ne biçim hattınız var @DominosDestek @DominosTR,DominosDestek|DominosTR,,acaba napıyorsunuz acaba sipariş hattı diyip arıyoruz adam çıkıyor diyor yanlış numara ne biçim hattınız var,
9235,#kızılay @Kizilay @istanbulkizilay @genckizilay @KizilayDestek @KizilayTM @KizilayKurumsal @KIZILAYKART @umraniyebeltr,KIZILAYKART|KizilayKurumsal|KizilayDestek|genckizilay|KizilayTM|umraniyebeltr|Kizilay|istanbulkizilay,,,
9236,AJET diye bir havayolu şirketi var...Bu geceki gecikme şovunu paylaşıyorum... @AJ_Destek muhteşemsin @AJET_TR,AJ_Destek|AJET_TR|AJET,,muhteşemsin|gecikme şovunu,
9237,İade işlemi neden gerçekleşmiyor,,,,
