index,text,company,positive,negative,notr
6760,@Getir siparişimi zamanında ulaştırdı. Müşteri hizmetleri de çok nazikti.,Getir,zamanında ulaştırdı|çok nazikti,,
6761,@Getir'den sipariş ettiğim yemek buz gibi geldi. İade istiyorum!,Getir,,buz gibi geldi,
6762,@H&M ürünlerinizi çok beğeniyorum. Yeni koleksiyonunuzu sabırsızlıkla bekliyorum.,H&M,beğeniyorum|sabırsızlıkla bekliyorum,,
6763,@Hepsiburada alışverişimde sorun yaşadım teslimat gecikti. Ürün yanlış geldi. Memnun kalmadım.,Hepsiburada,,teslimat gecikti|ürün yanlış geldi|memnun kalmadım,
6764,@Hepsiburada müşteri hizmetleriniz çok yetersiz, bir an önce çözüm bulmanızı istiyorum,yetersiz,çözüm bulmanızı istiyorum,
6765,@Hepsiburada siparişimi kaybetmişsiniz bu nasıl bir iş ben böyle rezillik görmedim,Hepsiburada,,siparişimi kaybetmişsiniz|ben böyle rezillik görmedim,
6766,@Hepsiburada Ürünüm paramparça geldi. İade süreci de aşırı karmaşık. Çok kötü.,Hepsiburada,,paramparça geldi|iade süreci aşırı karmaşık|çok kötü,
6767,@IKEA'dan aldığım mobilya eksik parçalarla geldi. Nasıl bir hizmet anlayışınız var?,IKEA,,eksik parçalarla geldi|hizmet anlayışınız var,
6768,@IKEAtr’den aldığım mobilyanın montajında sorun yaşadım. Montaj ekibi eksik parçaları getirmedi.,IKEAtr,,sorun yaşadım|eksik parçaları,
6769,@IkeaTR Aldığım masa sandalye takımının vidaları eksikti bu kadar da olmaz.,IkeaTR,,vidaları eksikti,bu kadar da olmaz  
6770,@KFC Türkiye Yemek siparişim bir saat gecikti ve soğuk geldi. Fast food değil slow food oldunuz!,KFC Türkiye,,bir saat gecikti|soğuk geldi|slow food oldunuz,
6771,@Koctas mağazasında çalışanlar çok ilgili ve yardımseverdi. Ancak ürünler stokta yoktu.,Koctas,ilgili|yardımsever,stokta yoktu,
6772,@LCW mağazanızdaki personel çok yardımcı oldu teşekkürler,LCW,personel çok yardımcı oldu|teşekkürler,,
6773,@LCWaikiki müşteri hizmetleri çok ilgili ama ürün kalitesi düştü.,LCWaikiki,çok ilgili,ürün kalitesi düştü,
6774,@LCWaikiki'den aldığım kazak ilk yıkamada çekti. Kaliteniz çok düştü.,LCWaikiki,,ilk yıkamada çekti|kaliteniz çok düştü,
6775,@LorealParis ürünleriniz gerçekten çok kaliteli. Fakat son aldığım saç kremi saçlarımı daha kötü yaptı.,LorealParis,ürünleriniz gerçekten çok kaliteli,saçlarımı daha kötü yaptı,
6776,@MNGKargo kargom kayboldu müşteri hizmetleri umursamadı,MNGKargo,,kayboldu|umursamadı,
6777,@Market zinciri online sipariş verdim ama yanlış ürün gönderdiniz. Değişim talep ediyorum.,Market zinciri,,yanlış ürün gönderdiniz,Değişim talep ediyorum  
6778,@MaviJeans'ten aldığım kot çok rahat ama rengi ilk yıkamada soldu.,MaviJeans,çok rahat,rengi soldu,
6779,@Migros Türkiye'nin en kaliteli marketlerinden biri. İndirimli ürünler gerçekten çok cazip.,Migros,en kaliteli market|indirimi cazip,,
6780,@Migros aldığım süt son kullanma tarihi geçmemiş olmasına rağmen bozuk çıktı. Mağduriyetimin giderilmesini istiyorum.,Migros,,bozuk çıktı,mağduriyetimin giderilmesini istiyorum  
6781,@Migros müşteri hizmetleri çok yardımcı oldu ama sorun çözülmedi.,Migros,müşteri hizmetleri çok yardımcı oldu,sorun çözülmedi,
6782,Pazartesi günü sipariş verdiğim ürünler hala kargolanmadı. Nasıl bir hizmet anlayışınız var anlamıyorum.,,,kargolanmadı|hizmet anlayışınız var,
6783,@N11 den aldığım telefon bozuk çıktı. İade süreci çok yavaş ilerliyor.,N11,,bozuk çıktı|süreci çok yavaş ilerliyor,
6784,@N11com aldığım laptop çok kullanışlı teşekkürler, N11com, çok kullanışlı|teşekkürler, ,
6785,@N11com'dan aldığım ürün kusurlu çıktı. İade süreci çok karmaşık ve müşteri hizmetleri yeterince yardımcı olmuyor.,N11com,,kusurlu|karmaşık|yeterince yardımcı olmuyor,
6786,@Netflix dizileri harika ama abonelik fiyatları çok pahalı. Biraz indirim yapmayı düşünür müsünüz?,Netflix,dizileri harika,fiyatları çok pahalı,düşünür müsünüz?
6787,@Nike ürünleriniz kaliteli fakat müşteri hizmetleriniz çok yavaş. Daha hızlı dönüş bekliyorum.,Nike,ürünleriniz kaliteli,müşteri hizmetleriniz çok yavaş,hızlı dönüş bekliyorum  
6788,@PQRKargo kargonuz zamanında teslim edildi. Ürün sorunsuzdu.,PQRKargo,kargonuz zamanında teslim edildi|Ürün sorunsuzdu,,
6789,@PTT kargomun nerede olduğunu öğrenemiyorum. Takip sistemi çalışmıyor.,PTT,,nerede olduğunu öğrenemiyorum|çalışmıyor,
6790,@PTTAVM siparişim bir haftadır teslim edilmedi ve müşteri hizmetlerine ulaşamıyorum. Bu kadar kötü hizmet görmedim.,PTTAVM,,bir haftadır teslim edilmedi|ulaşamıyorum|kötü hizmet,
6791,@PTTDestek kargom bir haftadır teslim edilmedi. Bu kadar kötü bir hizmet olamaz.,PTTDestek,,bir haftadır teslim edilmedi|bu kadar kötü bir hizmet olamaz,
6792,@PegasusHavaYolları bilet fiyatları çok uygun ama uçak içi hizmetler hiç memnun etmedi.,PegasusHavaYolları,bilet fiyatları çok uygun,uçak içi hizmetler hiç memnun etmedi,
6793,@Penti mağazasında çalışanlar çok kaba ve ilgisiz. Bir daha alışveriş yapmayı düşünmüyorum. Ürünler de beklediğim kadar kaliteli değil.,Penti,,çok kaba ve ilgisiz|ürünler beklediğim kadar kaliteli değil,
6794,@Sanica berbat bir müşteri hizmetleri var. Şikayetimle ilgilenmediler bile. Yazıklar olsun.,Sanica,,berbat müşteri hizmetleri|ilgilenmediler|Yazıklar olsun,
6795,@SağlamSigorta iletişime geçmek çok zor. Poliçemle ilgili bilgi almak istiyorum ama kimseye ulaşamıyorum.,SağlamSigorta,,iletişime geçmek çok zor|kimseye ulaşamıyorum, bilgi almak istiyorum  
6796,@SonyPlayStation oyun konsolum bozuldu. Teknik servise gönderdim hala geri dönmediler. Oyun oynayamıyorum.,SonyPlayStation,,bozuldu|geri dönmediler,teknik servise gönderdim  
6797,@Spotify müşteri hizmetleri çok yardımcı oldu teşekkürler.,Spotify,teşekkürler|çok yardımcı oldu,,
6798,@TTNET internet bağlantım sürekli kesiliyor ve müşteri hizmetleri çok yavaş. Bu konuda acil çözüm bekliyorum., TTNET, ,internet bağlantım sürekli kesiliyor|müşteri hizmetleri çok yavaş,acil çözüm bekliyorum  
6799,@TTNET internet bağlantım sürekli kopuyor. Müşteri hizmetleri de bir çözüm bulamıyor.,TTNET,,kopuyor|çözüm bulamıyor,
6800,@TTNET internete bağlanamıyorum. Teknik destek ekibiniz çok yavaş çalışıyor. Bu durumu acilen düzeltin.,TTNET,,internete bağlanamıyorum|çok yavaş çalışıyor|acilen düzeltin,
6801,@Teknosa online sipariş verdim ama ürün hala elime ulaşmadı. Bu nasıl bir hizmet?,Teknosa,,ulaşmadı|nasıl bir hizmet,
6802,@Teknosa ürün dönüşü çok başarılıydı her şey hızlı bir şekilde halloldu teşekkürler Teknosa,Teknosa,ürün dönüşü çok başarılıydı|hızlı bir şekilde halloldu|teşekkürler,,
6803,@Teknosa ürünleriniz kaliteli ama müşteri hizmetleri çok yavaş.,Teknosa,ürünleriniz kaliteli,müşteri hizmetleri çok yavaş,
6804,@Teknosa'dan aldığım laptop beklediğimden çok daha iyi çıktı. Performans harika.,Teknosa,beklediğimden çok daha iyi|Performans harika,,
6805,@Trendyol müşteri hizmetlerine ulaşmak imkansız. Ürünüm kayboldu!,Trendyol,,ulaşmak imkansız|ürünüm kayboldu,
6806,Akbank müşteri hizmetleriyle iletişime geçmeye çalışıyorum ama saatlerce bekliyorum.,Akbank,,saatlerce bekliyorum,
6807,ATM'niz sürekli arızalanıyor ve para çekemiyorum. Bu sorunu çözmeniz gerekiyor.,,,ATM'niz sürekli arızalanıyor|para çekemiyorum|bu sorunu çözmeniz gerekiyor,
6808,A101'den aldığım ürünlerin hepsi eksiksiz ve taze. Her zaman buradan alışveriş yapıyorum.,A101,taze|eksiksiz,,
6809,A101'den aldığım ürün bozuk çıktı değiştirmek istedim ama ürün stoklarında yokmuş,A101,,bozuk çıktı|stoklarında yokmuş,
6810,A101'den aldığım süt tarihi geçmiş çıktı. Bir daha asla alışveriş yapmam.,A101, ,tarihi geçmiş|asla alışveriş yapmam,
6811,A101'den aldığım süt bozuk çıktı. Gıda güvenliğine daha dikkat etmelisiniz.,A101,,bozuk çıktı|Gıda güvenliğine daha dikkat etmelisiniz,
6812,@yemeksepeti siparişlerim geç geliyor ve yemekler soğuk. Bir çözüm bekliyorum.,yemeksepeti,,geç geliyor|yemekler soğuk,çözüm bekliyorum  
6813,@xyzotel'de kaldığım oda tam bir fiyasko. Temizlik yapılmamış ve kötü kokuyor,xyzotel,,tam bir fiyasko|kötü kokuyor|temizlik yapılmamış,
6814,@xyzbank müşteri temsilciniz çok yardımcı oldu. Teşekkür ederim.,xyzbank,çok yardımcı oldu|teşekkür ederim,,
6815,@xyzbank kredi başvurumu hızlıca onayladılar. Teşekkür ederim,xyzbank,hızlıca onayladılar|Teşekkür ederim,,
6816,@Bim marketten aldığım peynir bozuk çıktı. Nasıl böyle bir şey olabilir? Bir daha alışveriş yapmam.,Bim,,bozuk çıktı|bir daha alışveriş yapmam,
6817,@telefonşirket Telefonum sürekli donuyor ve müşteri hizmetleri çözüm bulamıyor,telefonşirket,,telefon|donuyor|çözüm bulamıyor,
6818,@teknosa yeni aldığım televizyon harika görüntü kalitesi çok iyi,teknosa,harika|görüntü kalitesi çok iyi,,
6819,#Penti'den aldığım çorap ilk yıkamada delindi. Param boşa gitti.,#Penti,,ilk yıkamada delindi|param boşa gitti,
6820,#Nike ayakkabım daha bir ay olmadan yırtıldı. Kalite sıfır.,Nike,,yırtıldı|kalite sıfır,
6821,#MigrosMarket'ten aldığım meyve ve sebzeler ertesi gün bozuldu. Bir daha asla alışveriş yapmam.,MigrosMarket,,bozuldu|bir daha asla alışveriş yapmam,
6822,#Migros'tan aldığım meyveler çürük çıktı. Ben böyle mağaza görmedim.,Migros,,meyveler çürük çıktı|böyle mağaza görmedim,
6823,#Migros'tan aldığım deterjan ambalajı yırtılmış ve sızdırıyordu. Çok sinir bozucu.,Migros,,ambalajı yırtılmış|sızdırıyordu|sinir bozucu,
6824,#Migros mağazasında çalışanlar çok nazik ve yardımsever. Alışveriş yapmak keyifli hale geliyor.,Migros,nazik|yardımsever|keyifli hale geliyor,,
6825,#Migros marketinden aldığım ekmek küflü çıktı bu nasıl iş!,Migros,,ekmek küflü çıktı|nasıl iş!,
6826,#MetroMarket kasiyerleri çok kaba davrandı. Bir daha asla alışveriş yapmam.,MetroMarket,,kaba davrandı|asla alışveriş yapmam,
6827,#MediaMarkt'tan aldığım çamaşır makinesi arızalı çıktı. Sorunun bir an önce çözülmesini istiyorum.,MediaMarkt,,arızalı çıktı,sorunun çözülmesini istiyorum  
6828,#LCWMağaza da çalışanlar çok ilgisizdi ve istediğim ürünü bulamadım. Bu durum markanıza yakışmıyor.,LCW,,çok ilgisizdi|istediğim ürünü bulamadım|yakışmıyor,
6829,#Hepsiburada'dan aldığım ürün kusurlu çıktı ve iade sürecinde sorun yaşıyorum.,Hepsiburada,,kusurlu çıktı|sorun yaşıyorum,
6830,#Hepsiburada müşteri hizmetleri çok kötü. Kaç kere aradım hala çözüm yok.,Hepsiburada,,çok kötü|hala çözüm yok,
6831,Koton'dan aldığım elbiseyi çok beğendim. Kesinlikle tavsiye ederim.,Koton,çok beğendim|tavsiye ederim,,
6832,Yeni aldığım HP laptop sürekli kapanıyor servise göndereceğim,HP,,sürekli kapanıyor,servise göndereceğim  
6833,#Getir siparişlerim zamanında geliyor fakat ürünlerin bazıları eksik. Bu durum can sıkıcı.,Getir,zamanında geliyor,ürünlerin bazıları eksik,bu durum can sıkıcı  
6834,#Garanti bankası müşteri hizmetlerine ulaşmak imkansız. Saatlerce bekliyoruz!,Garanti,,ulaşmak imkansız|Saatlerce bekliyoruz,
6835,#Enpara hizmetinden memnunum ama ATM sayıları arttırılmalı,Enpara,hizmetinden memnunum,ATM sayıları arttırılmalı,
6836,#Cinemaximum bilet fiyatları aşırı pahalı olmuş kimse artık sinemaya gitmez bu gidişle,Cinemaximum,,bilet fiyatları aşırı pahalı olmuş|kimse sinemaya gitmez,
6837,Yemeksepeti'nden sipariş ettiğimiz yemek buz gibi geldi. Bir daha asla sipariş vermem.,Yemeksepeti,,buz gibi geldi|bir daha asla sipariş vermem,
6838,#Bosch bulaşık makinem sürekli arıza veriyor. Servis hiç yardımcı olmuyor.,Bosch,,sürekli arıza veriyor|hiç yardımcı olmuyor,
6839,#Bim ürün fiyatları uygun ama kalitesi düşük.,Bim,uygun,kalitesi düşük,
6840,#Bim mağazalarında kasada hep uzun kuyruklar oluyor. Bu durumu çözmenizi rica ediyorum.,Bim,,hep uzun kuyruklar|çözmenizi rica ediyorum,
6841,#Akbank mobil uygulamasında sürekli hata alıyorum. Acil çözüm bekliyorum.,Akbank,,sürekli hata alıyorum,acil çözüm bekliyorum  
6842,#A101 marketten aldığım ürünlerin çoğu bozuk çıktı,A101,,çoğu bozuk çıktı,
6843,Decathlon'dan aldığım kıyafetler dayanıklı çıktı. Teşekkürler.,Decathlon,dayanıklı çıktı,,
6844,Yeni telefonumun kamerası harika, çok memnunum! Samsung,kamerası harika|çok memnunum,,
6845,Decathlon ürünleri genelde kaliteli ama bu sefer aldığım ayakkabı çok rahatsız.,Decathlon,genelde kaliteli,çok rahatsız,
6846,Decathlon mağazasından aldığım spor ayakkabılar çok rahat ve kaliteli. Fakat kasada çok uzun süre sıra bekledim. Personel yetersiz.,Decathlon,çok rahat ve kaliteli,çok uzun süre sıra bekledim|Personel yetersiz,
6847,Burger King'ten aldığım hamburger buz gibi geldi. Bir daha sipariş vermem,Burger King,,buz gibi geldi|sipariş vermem,
6848,Bu şirketin müşteri hizmetleri berbat. Sorununuzla ilgilenen kimse yok. Vodafone,Vodafone,,berbat|ilgilenmiyor,
6849,Bu sabah kahvaltıda aldığım ekmek bayattı. Böyle hizmet mi olur?,,,bayattı|Böyle hizmet mi olur,
6850,Bu sabah aldığım ekmek bayattı. Sürekli aldığımdan bu durumu hiç hoş bulmadım.,,,ekmek bayattı|hoş bulmadım,
6851,Bu restoranın yemekleri harika ama servis çok yavaş. @LezzetDurağı,LezzetDurağı,harika,yavaş,
6852,Bu kargo firmasıyla her seferinde sorun yaşıyorum. Paketlerim ya geç geliyor ya da hasarlı.,,,sorun yaşıyorum|geç geliyor|hasarlı,
6853,Bu kadar kötü bir yemek servisi olamaz. Restoran siparişimi yanlış getirdi ve değiştirmedi. Bir daha asla.,,,kötü bir yemek servisi|yanlış getirdi|değiştirmedi|Bir daha asla,
6854,Bu kadar kötü bir müşteri hizmetleriyle karşılaşmamıştım. Şikayetçiyim.,,,kötü bir müşteri hizmetleri,Şikayetçiyim  
6855,Bu kadar kötü bir hizmet daha görmedim. Hiçbir şekilde yardımcı olunmuyor. @Vodafone,@Vodafone,,kötü|hiçbir şekilde|yardımcı olunmuyor,
6856,Bu internet sağlayıcısı tam bir felaket. Her gün bir sorun çıkıyor. #Superonline,Superonline,,tam bir felaket|Her gün bir sorun çıkıyor,
6857,Zara'dan aldığım kazak ilk yıkamada çekti. Bu nasıl kalite? Değişim için mağazaya götüreceğim.,Zara,,ilk yıkamada çekti|nasıl kalite,Değişim için mağazaya götüreceğim  
6858,Zara'dan aldığım mont beklediğimden çok daha kaliteli çıktı. Harika iş çıkarmışlar.,Zara,çok daha kaliteli|Harika iş çıkarmışlar,,
6859,Zara'dan aldığım mont çok kaliteli. Kesinlikle tavsiye ederim.,Zara,çok kaliteli|tavsiye ederim,,
6860,Ziraat Bankası müşteri temsilcileri çok yavaş çalışıyor. Yardım istemiştim ama işe yaramadı.,Ziraat Bankası,,müşteri temsilcileri çok yavaş|işe yaramadı,
6861,Ziraat Bankası şubesinde sıra beklemek çok uzun sürüyor. Bir çözüm bulunmalı.,Ziraat Bankası,,sıra beklemek çok uzun sürüyor,çözüm bulunmalı  
6862,kargom zamanında elime ulaştı. teşekkür ederim,süperdi,ulaştı,teşekkür ederim,
6863,Çalışma masamın teslimatı esnasında hasar görmüş. Ne zaman değişim yapabilirsiniz?,,,hasar görmüş,Ne zaman değişim yapabilirsiniz  
6864,Çiçek Sepeti'nden aldığım çiçekler solmuş ve kötü kokuyor,Çiçek Sepeti,,solmuş|kötü kokuyor,
6865,Çiçek Sepeti'nden aldığım çiçekler zamanında ve çok güzel geldi. Teşekkür ederim.,Çiçek Sepeti,çok güzel|teşekkür ederim|zamanında geldi,,
6866,Çiçek Sepeti'nden sipariş ettiğim çiçekler solmuş geldi. Bu durumu kabul edemem.,Çiçek Sepeti,,solmuş|kabul edemem,
6867,Çiğ köfte siparişim çok hızlı geldi ama tadı berbattı. @Komagene,Komagene,çok hızlı geldi,berbattı,
6868,Çok memnunum. @GarantiBBVA her zaman yanımda.,GarantiBBVA,çok memnunum|her zaman yanımda,,
6869,Ürün elime ulaştı ama açıklamadaki renk tamamen farklı. Değişim yapılmasını istiyorum.,,Ürün elime ulaştı,renk tamamen farklı|değişim yapılmasını istiyorum,
6870,Ürün geldi ama eksik parçalar var. Nasıl bir kontrol mekanizmanız var anlamıyorum.,,,eksik parçalar|Nasıl bir kontrol mekanizmanız var,
6871,Ürün görsellerdeki gibi değil, çok kalitesiz ve kullanışsız çıktı.,,kalitesiz|kullanışsız çıktı|görsellerdeki gibi değil,
6872,Ürün hızlı geldi ama paketleme özensizdi.,,hızlı geldi,paketleme özensizdi,
6873,Ürün iade işlemleriniz çok yavaş ve karmaşık. #Decathlon,Decathlon,,çok yavaş|karmaşık,
6874,Ürün iade talebim hala sonuçlanmadı. Defalarca aradım ama çözüm yok. Paramı ne zaman alacağım?,,,çözüm yok|sonuçlanmadı,
6875,Ürün iadesi yapmak istiyorum ama hiçbir şekilde müşteri hizmetlerine ulaşamıyorum. #Decathlon,Decathlon,,hiçbir şekilde ulaşamıyorum,Ürün iadesi yapmak istiyorum  
6876,Ürün kaliteli ama teslimat süresi çok uzundu.,,kaliteli,teslimat süresi çok uzundu,
6877,Ürün kalitesi gerçekten harika ama fiyatlar çok yüksek. Biraz indirime girse keşke.,,ürün kalitesi harika,fiyatlar çok yüksek,biraz indirime girse keşke  
6878,Ürün çok kaliteli ve dayanıklı. Kesinlikle tavsiye ederim.,,çok kaliteli|dayanıklı|tavsiye ederim,,
6879,Ürün çok kalitesiz çıktı. Kullanırken hemen bozuldu tavsiye etmem.,,,çok kalitesiz|hemen bozuldu|tavsiye etmem,
6880,Ürünler harika ama müşteri hizmetleri daha iyi olabilir.,,harika,daha iyi olabilir,
6881,Ürünleriniz çok kaliteli ve güzel paketlenmiş. @CarrefourSA,CarrefourSA,çok kaliteli ve güzel paketlenmiş,,Ürünleriniz.
6882,Ürünü beğendim ancak kargo çok gecikti.,,beğendim,,kargo çok gecikti  
6883,Ürünü tam zamanında aldım fakat kalitesinden memnun değilim. #D&R,D&R,,kalitesinden memnun değilim,
6884,Ürünüm tam zamanında ve sorunsuz geldi. Teşekkürler.,@Hepsiburada,tam zamanında|sorunsuz geldi|Teşekkürler,,
6885,Ürünün paketlemesi mükemmeldi fakat ürün hasarlı geldi.,,paketlemesi mükemmeldi,fakat hasarlı geldi,
6886,Ürününüzün kalitesiz olduğunu ve paramın boşa gittiğini düşünüyorum.,Ürün,,kalitesiz|paramın boşa gittiğini düşünüyorum,
6887,Üç aydır Digiturk üyeliğim var ama sürekli teknik sorunlar yaşıyorum. Bu kadar kötü bir hizmet olamaz., Digiturk, ,sürekli teknik sorunlar yaşıyorum|kötü bir hizmet olamaz,
6888,İade süreci tam bir rezalet. İlgilenir misiniz?,,,iade süreci tam bir rezalet,ilgilenir misiniz  
6889,İkea mobilyalarının kalitesi ve kullanımı gerçekten harika, İkea,gerçekten harika,,
6890,DenizBank'tan kredi başvurusunda bulundum ama hala dönüş yapılmadı.,DenizBank,,hala dönüş yapılmadı,
6891,İkea montaj hizmeti berbat. Montaj ekibi hiçbir şey bilmiyor.,Ikea,,montaj hizmeti berbat|montaj ekibi hiçbir şey bilmiyor,
6892,İkea'dan aldığım masa çok şık ama kurulum talimatları karışık.,İkea,çok şık,kurulum talimatları karışık,
6893,İkea'dan aldığım mobilyalar eksik geldi. Bu nasıl bir hizmet?,İkea,,eksik geldi|nasıl bir hizmet,
6894,İkea'dan aldığım mobilyalar hem şık hem de çok kullanışlı. Bayıldım!,İkea,çok kullanışlı|şık,bayıldım!,
6895,İkea'dan aldığım mobilyalar oldukça kaliteli çıktı. Montajı da çok kolaydı.,İkea,oldukça kaliteli|montajı çok kolay,,
6896,İstanbul Havalimanı'nda bagajım kayboldu. Bu kadar büyük bir yerde nasıl böyle bir şey olur?,İstanbul Havalimanı,,bagajım kayboldu|nasıl böyle bir şey olur,
6897,İkea'dan aldığımız dolabın montajını yaparken parçalar eksikti. Hayal kırıklığına uğradım.,İkea,,parçalar eksikti,Hayal kırıklığına uğradım  
6898,İki gündür elektrik yok ve müşteri hizmetlerine ulaşamıyorum. Bu kadar kötü bir hizmet görmedim. #Aydem,Aydem,,elektrik yok|kötü bir hizmet|ulaşamıyorum,
6899,İki gündür elektrik yok ve müşteri hizmetlerini aradığımda kimse durumu açıklamıyor. Bu kadar kötü bir hizmet olamaz,Ayedaş,,elektrik yok|kimse durumu açıklamıyor|kötü bir hizmet olamaz,
6900,İki haftadır internet bağlanmadı. Sürekli arıyorum ama çözüm yok. Deliricem artık!,,,internet bağlanmadı|çözüm yok|deliricem artık,
6901,İlgilendiğiniz için teşekkürler. Sonunda sorun çözüldü. @Samsung,Samsung,teşekkürler|sonunda sorun çözüldü,,
6902,İstanbul Büyükşehir Belediyesi toplu taşımada hijyene dikkat etmiyor. Otobüsler çok kirli.,İstanbul Büyükşehir Belediyesi,,hijyene dikkat etmiyor|otobüsler çok kirli,
6903,Yeni aldığım bilgisayarınız çok hızlı ama ekranında ölü piksel var,Bilgisayar markası,çok hızlı,ekranında ölü piksel,
6904,Yeni aldığım bulaşık makinesi 3 gün içinde bozuldu. Bu kadar kötü bir ürün görmedim.,,,kötü bir ürün|bozuldu,
6905,Yeni aldığım laptop inanılmaz yavaş çalışıyor ve sürekli donuyor teknik destek de yeterli değil,Lenovo,,inanılmaz yavaş çalışıyor|sürekli donuyor|teknik destek yeterli değil,
6906,Yeni aldığım televizyon aniden kapandı. Servis için randevu bile alamadım.,,,aniden kapandı|randevu alamadım,
6907,Yeni aldığım televizyon mükemmel görüntü kalitesine sahip.,,mükemmel görüntü kalitesine sahip,,
6908,Yeni aldığım televizyonun görüntü kalitesi çok iyi. Ancak ses sistemi biraz zayıf kalıyor.,Televizyon,görüntü kalitesi çok iyi,ses sistemi zayıf kalıyor,
6909,Yeni buzdolabımız sessiz çalışıyor ve enerji tasarrufu sağlıyor. #Samsung'u tebrik ederim.,Samsung,sessiz çalışıyor|enerji tasarrufu sağlıyor,,
6910,Şok marketlerinde sürekli kasa sırası oluyor ve personel yetersiz,Şok,,sürekli kasa sırası|personel yetersiz,
6911,Yurt dışı kargo gönderimim kayboldu müşteri hizmetleri hiçbir şekilde yardımcı olmadı,yurt dışı kargo,kayboldu|hiçbir şekilde yardımcı olmadı,,
6912,Yurt dışından yaptığım alışverişte gümrük işlemleri çok uzun sürdü. UPS kargo çok yavaş. Bir daha tercih etmem.,UPS,,çok uzun sürdü|çok yavaş|tercih etmem,
6913,Yurtiçi Kargo paketimi kaybetmiş. Müşteri hizmetleri ilgilenmiyor. Paramı geri istiyorum.,Yurtiçi Kargo,,paketimi kaybetmiş|ilgilenmiyor,paramı geri istiyorum  
6914,Yurtiçi Kargo paketimi kaybettiniz. Bu nasıl bir hizmet anlayışıdır?,Yurtiçi Kargo,,paketimi kaybettiniz|bu nasıl bir hizmet anlayışı,
6915,Zara'dan aldığım ceketin düğmeleri ilk giyişte koptu. Bu nasıl kalite?,Zara,,ilk giyişte koptu|nasıl kalite,
6916,Zara'dan aldığım gömlek bir yıkamada rengi soldu. Kalite bu olmamalı.,Zara,,rengi soldu,Kalite bu olmamalı  
6917,Sonunda bir firma! @Vodafone müşteri hizmetleri çok sabırlı ve nazik davrandı.,Vodafone,sabırlı|nazik davrandı,,
6918,Siparişim eksik geldi. Hala tamamlanmasını bekliyorum. Böyle bir hizmet kabul edilemez.,,,siparişim eksik geldi|tamamlanmasını bekliyorum|hizmet kabul edilemez,
6919,Siparişim eksik geldi ve müşteri hizmetleri hiçbir çözüm sunmadı @Trendyol,Trendyol,,Siparişim eksik geldi|hiçbir çözüm sunmadı,
6920,Sipariş ettiğim yemek buz gibi geldi. Restoranınıza bir daha asla gelmem.,,,buz gibi geldi|asla gelmem,
6921,Sipariş ettiğim elbise yanlış renk geldi. Değişim için ne yapmam gerekiyor?,,yanlış renk geldi,Değişim için ne yapmam gerekiyor,
6922,Sinemaya gittim fakat koltuklar çok kirliydi. Film izlerken rahatsız oldum.,,,koltuklar çok kirliydi|rahatsız oldum,
6923,Sinema salonunda ses düzeni berbat. Filmden hiçbir şey anlamadım.,,,ses düzeni berbat|Hiçbir şey anlamadım,
6924,Sinema bileti aldım ama salon çok kirliydi ve koltuklar rahatsızdı. Hiç memnun kalmadım.,,,salon çok kirliydi|koltuklar rahatsızdı|Hiç memnun kalmadım,
6925,Shell’in akaryakıtı kaliteli ama fiyatları çok yüksek. Fiyatlar biraz daha uygun olmalı.,Shell,kaliteli,çok yüksek,
6926,Satın aldığım telefonun ekranı çatlak geldi. Apple'dan hiç beklemezdim.,Apple,,ekranı çatlak geldi,
6927,Satın aldığım mobilyalar gerçekten kaliteli. Uzun süre dayanacak gibi görünüyor.,,,kaliteli,Uzun süre dayanacak gibi görünüyor  
6928,Sanırım bu kadar kötü bir yemek yemedim. Hem soğuk geldi hem de tadı kötüydü. Bir daha sipariş vermem.,Yemeksepeti,,soğuk geldi|tadı kötüydü|kötü bir yemek,bir daha sipariş vermem  
6929,Sabahattin Ali kitaplarınızı çok beğeniyorum ama fiyatlar gerçekten çok yüksek. @YKY,YKY,kitaplarınızı çok beğeniyorum,fiyatlar çok yüksek,
6930,Sabah kahvaltısı mükemmeldi ama oda çok soğuktu,Otel,mükemmeldi,oda çok soğuktu,
6931,Saat & Saat'ten aldığım saatin camı çizik çıktı. İade etmek istiyorum ama müşteri hizmetleri çok ilgisiz,Saat & Saat,,camı çizik|iade etmek istiyorum|çok ilgisiz,
6932,Saat & Saat mağazasından aldığım saat ertesi gün elime ulaştı ama kordonu çok kısa.,Saat & Saat,ertesi gün elime ulaştı,kordonu çok kısa,
6933,Rezervasyonum yok sayıldı. Havaalanında saatlerce beklemek zorunda kaldım. Bu mağduriyetin giderilmesini istiyorum.,,,Rezervasyonum yok sayıldı|beklemek zorunda kaldım|mağduriyetin giderilmesini istiyorum,
6934,Restoranın yemekleri inanılmaz lezzetli ama servis çok yavaş. Daha hızlı olmalarını beklerdim.,,inanılmaz lezzetli,servis çok yavaş,
6935,Restorandaki yemekler soğuk ve lezzetsizdi. Bir daha asla gelmem.,,,soğuk|lezzetsizdi|asla gelmem,
6936,Restorandaki yemekler lezzetli ama servis çok yavaş. Bu durumu iyileştirmenizi rica ediyorum.,restoran,lezzetli,servis çok yavaş,iyileştirmenizi rica ediyorum  
6937,Restoranda yemekler çok lezzetliydi ama servis çok yavaştı.,restoran,lezzetliydi,servis çok yavaştı,
